Codice,Status,"Tipo di canale",Canale,Arrivo,Partenza,Data,Window,Notti,Totale,Iva,"Totale tasse escluse","Totale originale","Prezzo medio per notte","Codice prodotto",Prodotto,"Codice camera",Camera,Adv/to/azienda,Ad.,Ba.,Nazione,"Codice sconto","Codice membership agree","Codice cliente",Commissioni,"Commissioni (%)","Tipo carta","Titolare carta","Confronto nominativo (%)",Numero,Scadenza,Operatore,"Operatore di origine","Codice Vertical Booking","Data Ultima Modifica/Cancellazione","RN originali prenotazione",Valuta,"Consenso trattamento dati","Totale servizi","Totale meno servizi",p1_uid1_type,p1_uid1_id_context,p1_uid1_id,p1_uid2_type,p1_uid2_id_context,p1_uid2_id,p1_type,p1_company_short_name,p1_company_code,p1_company_code_context,p2_uid1_type,p2_uid1_id_context,p2_uid1_id,p2_uid2_type,p2_uid2_id_context,p2_uid2_id,p2_type,p2_company_short_name,p2_company_code,p2_company_code_context,p3_uid1_type,p3_uid1_id_context,p3_uid1_id,p3_uid2_type,p3_uid2_id_context,p3_uid2_id,p3_type,p3_company_short_name,p3_company_code,p3_company_code_context,p4_uid1_type,p4_uid1_id_context,p4_uid1_id,p4_uid2_type,p4_uid2_id_context,p4_uid2_id,p4_type,p4_company_short_name,p4_company_code,p4_company_code_context,Metasearch,"Data acquisto","Orario acquisto",Origine,Dispositivo,"Nome Profilo Primario","Codice IATA Primario","Contesto Primario","Nome Profilo Secondario","Codice IATA Secondario","Contesto Secondario",RevenueDettaglioGiornaliero,RevenueDettPkgIncl,"Totale Sconti Stay",TotalAmountAfterTax,PrenRic
1149283189/1237849082,Confermata,IDS,Booking.com,05/08/2017,12/08/2017,"29/01/2017 19:36:04",187,7,"665,07","0,00","665,07","665,07","95,01",APPBOOKING,,APTACMF,,,2,0,hu,,,,,,,,,,,,,814,"30/01/2017 12:58:48",7,EUR,,"0,00","665,07",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/01/2017,19:36:04,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"665,07","665,07","0,00","665,07",670
1149283189/1237849082,Cancellata,IDS,Booking.com,05/08/2017,12/08/2017,"29/01/2017 19:36:04",187,0,"0,00","0,00","0,00","665,07","0,00",APPBOOKING,,APTACMF,,,2,0,hu,,,,,,,,,,,,,811,"30/01/2017 12:58:48",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/01/2017,19:36:04,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"665,07","665,07","0,00","0,00",670
1149283189/1237849086,Confermata,IDS,Booking.com,05/08/2017,12/08/2017,"29/01/2017 19:36:04",187,7,"1053,01","0,00","1053,01","1053,01","150,43",APPBOOKING,,APTDCMF,,,5,0,hu,,,,,,,,,,,,,815,"30/01/2017 12:58:48",7,EUR,,"0,00","1053,01",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/01/2017,19:36:04,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1053,01","1053,01","0,00","1053,01",670
1149283189/1237849086,Cancellata,IDS,Booking.com,05/08/2017,12/08/2017,"29/01/2017 19:36:04",187,0,"0,00","0,00","0,00","1053,01","0,00",APPBOOKING,,APTDCMF,,,5,0,hu,,,,,,,,,,,,,812,"30/01/2017 12:58:48",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/01/2017,19:36:04,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1053,01","1053,01","0,00","0,00",670
1452077806/1241382960,Cancellata,IDS,Booking.com,12/08/2017,23/08/2017,"01/02/2017 16:14:58",191,0,"0,00","0,00","0,00","973,63","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,816,"01/02/2017 16:14:59",11,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/02/2017,16:14:58,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"973,63","973,63","0,00","0,00",671
1111892598/1244823813,Cancellata,IDS,Booking.com,02/09/2017,09/09/2017,"04/02/2017 15:26:32",209,0,"0,00","0,00","0,00","637,21","0,00",APPBOOKING,,APTBCMF,,,4,0,se,,,,,,,,,,,,,817,"04/02/2017 15:26:34",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/02/2017,15:26:32,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"637,21","637,21","0,00","0,00",672
788759241,Confermata,IDS,Expedia,22/07/2017,05/08/2017,"04/02/2017 18:27:00",167,14,"1940,40","0,00","1940,40","1940,40","138,60",SA+,,APTDCMF,,,4,1,,,,,,,,,,,,,,818,"04/02/2017 19:30:00",14,EUR,,"0,00","1940,40",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/02/2017,18:27:00,,,Expedia.com,5054347,IATA,,,,"1940,40","1940,40","0,00","1940,40",673
789040085,Confermata,IDS,Expedia,01/07/2017,08/07/2017,"05/02/2017 12:17:00",145,7,"651,56","0,00","651,56","651,56","93,08",,,APTBCMF,,,2,3,,,,,,,,,,,,,,819,"05/02/2017 13:31:13",7,EUR,,"0,00","651,56",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,12:17:00,,,HOTELS.COM,4552808,IATA,,,,"651,57","651,57","0,00","651,56",674
F9989BCIW820,Confermata,Sito,Sito,19/05/2017,21/05/2017,"05/02/2017 14:36:51",102,2,"148,00","0,00","148,00","148,00","74,00",WE_2N,,APTBCMF,,,4,0,IT,,,,,,,,,,,,,820,"05/02/2017 14:36:51",2,EUR,,"48,00","100,00",10,CRS,2,,,,12,Mobile,MOBILE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,14:36:51,,Mobile,Mobile,MOBILE,CRS,,,,"100,00","148,00","0,00","148,00",675
O9989SVGK821,Confermata,Sito,Sito,26/05/2017,28/05/2017,"05/02/2017 14:41:29",109,2,"148,00","0,00","148,00","148,00","74,00",WE_2N,,APTBCMF,,,4,0,IT,,,,,,,,,,,,,821,"05/02/2017 14:41:29",2,EUR,,"48,00","100,00",10,CRS,2,,,,12,Mobile,MOBILE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,14:41:29,,Mobile,Mobile,MOBILE,CRS,,,,"100,00","148,00","0,00","148,00",676
K9989MDRB822,Confermata,Sito,Sito,09/06/2017,11/06/2017,"05/02/2017 14:48:40",123,2,"148,00","0,00","148,00","148,00","74,00",WE_2N,,APTBCMF,,,4,0,IT,,,,,,,,,,,,,822,"05/02/2017 14:48:40",2,EUR,,"48,00","100,00",10,CRS,2,,,,12,Mobile,MOBILE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,14:48:40,,Mobile,Mobile,MOBILE,CRS,,,,"100,00","148,00","0,00","148,00",677
C9989MOUH823,Confermata,Sito,Sito,09/06/2017,11/06/2017,"05/02/2017 14:54:39",123,2,"175,00","0,00","175,00","175,00","87,50",WE_2N,,APTDCMF,,,5,0,IT,,,,,,,,,,,,,823,"05/02/2017 14:54:39",2,EUR,,"55,00","120,00",10,CRS,2,,,,12,Mobile,MOBILE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,14:54:39,,Mobile,Mobile,MOBILE,CRS,,,,"120,00","175,00","0,00","175,00",678
T9989QOOK824,Confermata,Sito,Sito,19/05/2017,21/05/2017,"05/02/2017 20:59:49",102,2,"175,00","0,00","175,00","175,00","87,50",WE_2N,,APTDCMF,,,5,0,IT,,,,,,,,,,,,,824,"05/02/2017 20:59:49",2,EUR,,"55,00","120,00",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,20:59:49,,Website,Website,WEBSITE,CRS,,,,"120,00","175,00","0,00","175,00",679
F9989EKUT825,Confermata,Sito,Sito,26/05/2017,28/05/2017,"05/02/2017 21:02:38",109,2,"175,00","0,00","175,00","175,00","87,50",WE_2N,,APTDCMF,,,5,0,IT,,,,,,,,,,,,,825,"05/02/2017 21:02:38",2,EUR,,"55,00","120,00",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,21:02:38,,Website,Website,WEBSITE,CRS,,,,"120,00","175,00","0,00","175,00",680
I9989OVMO826,Confermata,Sito,Sito,09/06/2017,11/06/2017,"05/02/2017 21:05:21",123,2,"175,00","0,00","175,00","175,00","87,50",WE_2N,,APTDCMF,,,5,0,IT,,,,,,,,,,,,,826,"05/02/2017 21:05:21",2,EUR,,"55,00","120,00",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2017,21:05:21,,Website,Website,WEBSITE,CRS,,,,"120,00","175,00","0,00","175,00",681
1911383710/1247643124,Cancellata,IDS,Booking.com,14/08/2017,21/08/2017,"06/02/2017 20:47:35",188,0,"0,00","0,00","639,89","639,89","91,41",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,827,"06/02/2017 20:47:36",7,EUR,,"0,00","639,89",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/02/2017,20:47:35,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"639,89","639,89","0,00","639,89",682
I9989TPDU828,Confermata,Sito,Sito,06/08/2017,13/08/2017,"08/02/2017 11:14:11",178,7,"1144,97","0,00","1144,97","1144,97","163,57",SA++,,APTBCMF,,,2,2,SE,,,,,,,,,,,,,828,"08/02/2017 11:14:11",7,EUR,,"97,98","1046,99",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/02/2017,11:14:11,,Website,Website,WEBSITE,CRS,,,,"1046,99","1144,97","0,00","1144,97",683
O9989TSCD829,Confermata,Sito,Sito,06/08/2017,13/08/2017,"08/02/2017 11:21:25",178,7,"1174,97","0,00","1174,97","1174,97","167,85",SA++,,APTBCMF,,,3,0,SE,,,,,,,,,,,,,829,"08/02/2017 11:21:25",7,EUR,,"127,98","1046,99",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/02/2017,11:21:25,,Website,Website,WEBSITE,CRS,,,,"1046,99","1174,97","0,00","1174,97",684
1208384403/1250104909,Cancellata,IDS,Booking.com,15/04/2017,17/04/2017,"08/02/2017 18:51:35",65,0,"0,00","0,00","0,00","101,14","0,00",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,830,"12/02/2017 18:02:51",2,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/02/2017,18:51:35,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"101,14","101,14","0,00","0,00",685
1208384403/1250104909,Confermata,IDS,Booking.com,15/04/2017,17/04/2017,"08/02/2017 18:51:35",65,2,"101,14","0,00","101,14","101,14","50,57",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,834,"12/02/2017 18:02:51",2,EUR,,"0,00","101,14",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/02/2017,18:51:35,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"101,14","101,14","0,00","101,14",685
1343495968/1250114102,Cancellata,IDS,Booking.com,17/06/2017,04/07/2017,"08/02/2017 19:00:01",128,0,"0,00","0,00","0,00","1785,31","0,00",SA+,,APTBCMF,,,3,0,ru,,,,,,,,,,,,,831,"08/02/2017 19:00:03",17,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/02/2017,19:00:01,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1785,31","1785,31","0,00","0,00",686
1549086927/1253452502,Cancellata,IDS,Booking.com,19/07/2017,23/07/2017,"11/02/2017 17:13:21",157,0,"0,00","0,00","0,00","352,84","0,00",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,832,"11/02/2017 17:20:26",4,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/02/2017,17:13:21,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"352,84","352,84","0,00","0,00",687
1549086927/1253452502,Cancellata,IDS,Booking.com,19/07/2017,23/07/2017,"11/02/2017 17:13:21",157,0,"0,00","0,00","352,84","352,84","88,21",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,833,"11/02/2017 17:20:26",4,EUR,,"0,00","352,84",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/02/2017,17:13:21,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"352,84","352,84","0,00","352,84",687
1978937645/1254635415,Confermata,IDS,Booking.com,19/07/2017,23/07/2017,"12/02/2017 18:30:58",156,4,"521,28","0,00","521,28","521,28","130,32",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,835,"12/02/2017 18:30:58",4,EUR,,"0,00","521,28",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/02/2017,18:30:58,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"521,28","521,28","0,00","521,28",688
793696252,Confermata,IDS,Expedia,03/07/2017,05/07/2017,"14/02/2017 16:58:00",138,2,"108,30","0,00","108,30","108,30","54,15",,,APTACMF,,,2,0,,,,,,,,,,,,,,836,"14/02/2017 18:02:17",2,EUR,,"0,00","108,30",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2017,16:58:00,,,Expedia.com,5054347,IATA,,,,"108,31","108,31","0,00","108,30",689
797757050,Confermata,IDS,Expedia,14/07/2017,24/07/2017,"22/02/2017 09:45:00",141,10,"862,80","0,00","862,80","862,80","86,28",,,APTBCMF,,,2,3,,,,,,,,,,,,,,838,"22/02/2017 11:05:19",10,EUR,,"0,00","862,80",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/02/2017,09:45:00,,,Expedia.com,5054347,IATA,,,,"862,80","862,80","0,00","862,80",690
797757050,Cancellata,IDS,Expedia,14/07/2017,24/07/2017,"22/02/2017 09:45:00",141,0,"0,00","0,00","0,00","862,80","0,00",,,APTBCMF,,,2,3,,,,,,,,,,,,,,837,"22/02/2017 11:05:19",10,EUR,,"0,00",0,32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/02/2017,09:45:00,,,Expedia.com,5054347,IATA,,,,"862,80","862,80","0,00","0,00",690
Y9989WHJT839,Confermata,Sito,Sito,09/06/2017,11/06/2017,"25/02/2017 11:42:14",103,2,"148,00","0,00","148,00","148,00","74,00",WE_2N,,APTBCMF,,,4,0,IT,,,,,,,,,,,,,839,"25/02/2017 11:42:14",2,EUR,,"48,00","100,00",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/02/2017,11:42:14,,Website,Website,WEBSITE,CRS,,,,"100,00","148,00","0,00","148,00",691
1256678198/1273973292,Confermata,IDS,Booking.com,13/06/2017,22/06/2017,"28/02/2017 21:02:51",104,9,"974,61","0,00","974,61","974,61","108,29",SA++,,APTDCMF,,,5,0,pl,,,,,,,,,,,,,840,"28/02/2017 21:02:52",9,EUR,,"0,00","974,61",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/02/2017,21:02:51,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"974,61","974,61","0,00","974,61",692
1597102469/1275044567,Confermata,IDS,Booking.com,02/06/2017,04/06/2017,"01/03/2017 18:07:28",92,2,"202,28","0,00","202,28","202,28","101,14",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,841,"01/03/2017 18:07:29",2,EUR,,"0,00","202,28",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/03/2017,18:07:28,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"202,28","202,28","0,00","202,28",693
1694571117/1277279456,Confermata,IDS,Booking.com,08/07/2017,15/07/2017,"03/03/2017 13:54:43",126,7,"893,69","0,00","893,69","893,69","127,67",APPBOOKING,,APTDCMF,,,5,0,it,,,,,,,,,,,,,842,"03/03/2017 13:54:45",7,EUR,,"0,00","893,69",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/03/2017,13:54:43,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","893,69",694
1719783579/1282770673,Confermata,IDS,Booking.com,05/07/2017,12/07/2017,"07/03/2017 20:07:52",119,7,"816,43","0,00","816,43","816,43","116,63",SA++,,APTBCMF,,,4,0,ie,,,,,,,,,,,,,843,"07/03/2017 20:07:53",7,EUR,,"0,00","816,43",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/03/2017,20:07:52,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"816,43","816,43","0,00","816,43",695
1684345795/1287870047,Cancellata,IDS,Booking.com,02/09/2017,16/09/2017,"12/03/2017 00:35:02",174,0,"0,00","0,00","0,00","831,60","0,00",SA+,,APTACMF,,,2,0,ru,,,,,,,,,,,,,844,"12/03/2017 00:35:03",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2017,00:35:02,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"831,60","831,60","0,00","0,00",696
1710403423/1288624243,Confermata,IDS,Booking.com,15/07/2017,29/07/2017,"12/03/2017 17:24:29",124,14,"1676,64","0,00","1676,64","1676,64","119,76",SA+,,APTBCMF,,,4,0,it,,,,,,,,,,,,,845,"12/03/2017 17:24:30",14,EUR,,"0,00","1676,64",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2017,17:24:29,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1676,64","1676,64","0,00","1676,64",697
1811489069/1294583357,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"17/03/2017 01:46:02",154,0,"0,00","0,00","0,00","803,67","0,00",APPBOOKING,,APTBCMF,,,3,0,it,,,,,,,,,,,,,847,"17/03/2017 01:46:04",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/03/2017,01:46:02,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"803,67","803,67","0,00","0,00",698
1811489069/1294583347,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"17/03/2017 01:46:02",154,0,"0,00","0,00","0,00","803,67","0,00",APPBOOKING,,APTBCMF,,,3,0,it,,,,,,,,,,,,,846,"17/03/2017 01:46:04",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/03/2017,01:46:02,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"803,67","803,67","0,00","0,00",698
2087952673/1296289615,Cancellata,IDS,Booking.com,15/07/2017,22/07/2017,"18/03/2017 14:57:44",118,0,"0,00","0,00","0,00","893,69","0,00",APPBOOKING,,APTDCMF,,,5,0,se,,,,,,,,,,,,,848,"18/03/2017 14:57:45",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/03/2017,14:57:44,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","0,00",699
1212755013/1296645883,Cancellata,IDS,Booking.com,03/07/2017,25/07/2017,"18/03/2017 20:36:18",106,0,"0,00","0,00","0,00","1732,65","0,00",SA++,,APTACMF,,,2,0,ru,,,,,,,,,,,,,849,"18/03/2017 20:49:46",22,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/03/2017,20:36:18,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1732,65","1732,65","0,00","0,00",700
1212755013/1296645883,Cancellata,IDS,Booking.com,03/07/2017,25/07/2017,"18/03/2017 20:36:18",106,0,"0,00","0,00","1732,65","1732,65","78,76",SA++,,APTACMF,,,2,0,ru,,,,,,,,,,,,,850,"18/03/2017 20:49:46",22,EUR,,"0,00","1732,65",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/03/2017,20:36:18,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1732,65","1732,65","0,00","1732,65",700
811571228,Confermata,IDS,Expedia,25/07/2017,02/08/2017,"19/03/2017 12:54:00",127,8,"700,40","0,00","700,40","700,40","87,55",,,APTBCMF,,,2,2,,,,,,,,,,,,,,851,"19/03/2017 14:02:10",8,EUR,,"0,00","700,40",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/03/2017,12:54:00,,,HOTELS.COM,4552808,IATA,,,,"700,39","700,39","0,00","700,40",701
812977232,Confermata,IDS,Expedia,04/09/2017,11/09/2017,"21/03/2017 22:16:00",166,7,"291,90","0,00","291,90","291,90","41,70",,,APTACMF,,,2,0,,,,,,,,,,,,,,852,"21/03/2017 23:19:09",7,EUR,,"0,00","291,90",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2017,22:16:00,,,Expedia.com,5054347,IATA,,,,"291,91","291,91","0,00","291,90",702
814860214,Confermata,IDS,Expedia,29/04/2017,01/05/2017,"25/03/2017 08:39:00",34,2,"94,58","0,00","94,58","94,58","47,29",,,APTBCMF,,,2,2,,,,,,,,,,,,,,853,"25/03/2017 09:40:17",2,EUR,,"0,00","94,58",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2017,08:39:00,,,HOTELS.COM,4552808,IATA,,,,"94,58","94,58","0,00","94,58",703
814860213,Confermata,IDS,Expedia,29/04/2017,01/05/2017,"25/03/2017 08:39:00",34,2,"94,58","0,00","94,58","94,58","47,29",,,APTBCMF,,,2,2,,,,,,,,,,,,,,854,"25/03/2017 09:40:32",2,EUR,,"0,00","94,58",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2017,08:39:00,,,HOTELS.COM,4552808,IATA,,,,"94,58","94,58","0,00","94,58",704
1988173699/1305747522,Cancellata,IDS,Booking.com,15/07/2017,05/08/2017,"26/03/2017 00:26:41",111,0,"0,00","0,00","0,00","1745,94","0,00",SA+,,APTACMF,,,2,0,it,,,,,,,,,,,,,855,"26/03/2017 00:26:42",21,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2017,00:26:41,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1745,94","1745,94","0,00","0,00",705
1313491955/1305784404,Cancellata,IDS,Booking.com,15/07/2017,05/08/2017,"26/03/2017 01:41:38",110,0,"0,00","0,00","0,00","1745,94","0,00",SA+,,APTACMF,,,2,0,it,,,,,,,,,,,,,856,"26/03/2017 01:41:39",21,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2017,01:41:38,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1745,94","1745,94","0,00","0,00",706
1218059481/1306498577,Cancellata,IDS,Booking.com,15/07/2017,05/08/2017,"26/03/2017 18:32:10",110,0,"0,00","0,00","0,00","2549,61","0,00",SA+,,APTBCMF,,,4,0,it,,,,,,,,,,,,,857,"26/03/2017 18:32:11",21,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/03/2017,18:32:10,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"2549,61","2549,61","0,00","0,00",707
1065609000/1307578770,Cancellata,IDS,Booking.com,12/08/2017,26/08/2017,"27/03/2017 14:38:31",137,0,"0,00","0,00","0,00","1205,05","0,00",SA+,,APTACMF,,,2,0,it,,,,,,,,,,,,,858,"29/03/2017 07:57:12",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,14:38:31,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1205,05","1205,05","0,00","0,00",708
1065609000/1307578770,Cancellata,IDS,Booking.com,12/08/2017,26/08/2017,"27/03/2017 14:38:31",137,0,"0,00","0,00","0,00","1205,05","0,00",SA+,,APTACMF,,,2,0,it,,,,,,,,,,,,,859,"29/03/2017 07:57:12",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2017,14:38:31,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1205,05","1205,05","0,00","0,00",708
W9989WKDS860,Confermata,Sito,Sito,05/08/2017,19/08/2017,"30/03/2017 18:58:55",127,14,"1641,46","0,00","1641,46","1641,46","117,25",SA+,,APTACMF,,,2,1,IT,,,,,,,,,,,,,860,"30/03/2017 18:58:55",14,EUR,,"89,98","1551,48",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/03/2017,18:58:55,,Website,Website,WEBSITE,CRS,,,,"1551,48","1641,46","0,00","1641,46",709
