Codice,Status,"Tipo di canale",Canale,Arrivo,Partenza,Data,Window,Notti,Totale,Iva,"Totale tasse escluse","Totale originale","Prezzo medio per notte","Codice prodotto",Prodotto,"Codice camera",Camera,Adv/to/azienda,Ad.,Ba.,Nazione,"Codice sconto","Codice membership agree","Codice cliente",Commissioni,"Commissioni (%)","Tipo carta","Titolare carta","Confronto nominativo (%)",Numero,Scadenza,Operatore,"Operatore di origine","Codice Vertical Booking","Data Ultima Modifica/Cancellazione","RN originali prenotazione",Valuta,"Consenso trattamento dati","Totale servizi","Totale meno servizi",p1_uid1_type,p1_uid1_id_context,p1_uid1_id,p1_uid2_type,p1_uid2_id_context,p1_uid2_id,p1_type,p1_company_short_name,p1_company_code,p1_company_code_context,p2_uid1_type,p2_uid1_id_context,p2_uid1_id,p2_uid2_type,p2_uid2_id_context,p2_uid2_id,p2_type,p2_company_short_name,p2_company_code,p2_company_code_context,p3_uid1_type,p3_uid1_id_context,p3_uid1_id,p3_uid2_type,p3_uid2_id_context,p3_uid2_id,p3_type,p3_company_short_name,p3_company_code,p3_company_code_context,p4_uid1_type,p4_uid1_id_context,p4_uid1_id,p4_uid2_type,p4_uid2_id_context,p4_uid2_id,p4_type,p4_company_short_name,p4_company_code,p4_company_code_context,Metasearch,"Data acquisto","Orario acquisto",Origine,Dispositivo,"Nome Profilo Primario","Codice IATA Primario","Contesto Primario","Nome Profilo Secondario","Codice IATA Secondario","Contesto Secondario",RevenueDettaglioGiornaliero,RevenueDettPkgIncl,"Totale Sconti Stay",TotalAmountAfterTax,PrenRic
W2017-201556,Cancellata,TO,Whl,03/06/2017,05/06/2017,"12/05/2017 12:08:47",21,0,"0,00","0,00","0,00","118,80","0,00",SA++,,APTACMF,,,2,0,,,,,,,,,,,,,,903,"12/05/2017 12:08:49",2,EUR,,"0,00",0,7,CRS,250,,,,5,WHL,3827712,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/05/2017,12:08:47,,,WHL,3827712,IATA,,,,"118,80","118,80","0,00","0,00",743
W2017-202402,Confermata,TO,Whl,16/05/2017,18/05/2017,"12/05/2017 18:31:02",3,2,"91,02","0,00","91,02","91,02","45,51",SA++,,APTACMF,,,2,0,,,,,,,,,,,,,,904,"12/05/2017 18:31:04",2,EUR,,"0,00","91,02",7,CRS,250,,,,5,WHL,3827712,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/05/2017,18:31:02,,,WHL,3827712,IATA,,,,"91,02","91,02","0,00","91,02",744
X9989TYTL905,Confermata,Sito,Sito,12/06/2017,19/06/2017,"12/05/2017 23:33:01",30,7,"715,21","0,00","715,21","715,21","102,17",APP_LU,,APTBCMF,,,2,3,RU,,,,,,,,,,,,,905,"12/05/2017 23:33:01",7,EUR,,"78,00","637,21",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/05/2017,23:33:01,,Website,Website,WEBSITE,CRS,,,,"637,21","715,21","0,00","715,21",745
1494569660/1368394435,Confermata,IDS,Booking.com,19/06/2017,24/06/2017,"14/05/2017 11:56:07",35,5,"330,00","0,00","330,00","330,00","66,00",SA++,,APTACMF,,,2,0,ru,,,,,,,,,,,,,906,"14/05/2017 11:56:07",5,EUR,,"0,00","330,00",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/05/2017,11:56:07,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"330,00","330,00","0,00","330,00",746
2079294506/1368475872,Confermata,IDS,Booking.com,20/08/2017,28/08/2017,"14/05/2017 13:24:47",97,8,"931,24","0,00","931,24","931,24","116,41",SA++,,APTBCMF,,,4,0,pl,,,,,,,,,,,,,950,"08/08/2017 13:48:27",8,EUR,,"0,00","931,24",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/05/2017,13:24:47,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"931,24","931,24","0,00","931,24",747
2079294506/1368475872,Cancellata,IDS,Booking.com,20/08/2017,28/08/2017,"14/05/2017 13:24:47",97,0,"0,00","0,00","0,00","931,24","0,00",SA++,,APTBCMF,,,4,0,pl,,,,,,,,,,,,,910,"08/08/2017 13:48:27",8,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/05/2017,13:24:47,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"931,24","931,24","0,00","0,00",747
2079294506/1368475872,Cancellata,IDS,Booking.com,20/08/2017,28/08/2017,"14/05/2017 13:24:47",97,0,"0,00","0,00","0,00","931,24","0,00",SA++,,APTBCMF,,,4,0,pl,,,,,,,,,,,,,908,"14/05/2017 15:10:23",8,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/05/2017,13:24:47,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"931,24","931,24","0,00","0,00",747
1494520459/1368574820,Cancellata,IDS,Booking.com,19/08/2017,26/08/2017,"14/05/2017 15:09:31",96,0,"0,00","0,00","0,00","539,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,909,"18/05/2017 18:56:46",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/05/2017,15:09:31,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","0,00",748
1494520459/1368574820,Confermata,IDS,Booking.com,19/08/2017,26/08/2017,"14/05/2017 15:09:31",96,7,"539,98","0,00","539,98","539,98","77,14",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,913,"18/05/2017 18:56:46",7,EUR,,"0,00","539,98",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/05/2017,15:09:31,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","539,98",748
1582213862/1370041036,Cancellata,IDS,Booking.com,20/05/2017,22/05/2017,"15/05/2017 16:52:30",4,0,"0,00","0,00","149,70","149,70","74,85",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,911,"15/05/2017 16:52:31",2,EUR,,"0,00","149,70",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/05/2017,16:52:30,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"149,70","149,70","0,00","149,70",749
1618421115/1374353242,Confermata,IDS,Booking.com,20/05/2017,22/05/2017,"18/05/2017 18:15:53",1,2,"101,14","0,00","101,14","101,14","50,57",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,912,"18/05/2017 18:15:54",2,EUR,,"0,00","101,14",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/05/2017,18:15:53,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"101,14","101,14","0,00","101,14",750
843842514,Confermata,IDS,Expedia,21/05/2017,22/05/2017,"19/05/2017 08:53:00",1,1,"47,29","0,00","47,29","47,29","47,29",,,APTBCMF,,,2,2,,,,,,,,,,,,,,914,"19/05/2017 10:54:54",1,EUR,,"0,00","47,29",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/05/2017,08:53:00,,,HOTELS.COM,4552808,IATA,,,,"47,29","47,29","0,00","47,29",751
843913349,Cancellata,IDS,Expedia,30/07/2017,06/08/2017,"19/05/2017 13:00:00",71,0,"0,00","0,00","0,00","557,81","0,00",,,APTBCMF,,,4,0,,,,,,,,,,,,,,915,"05/07/2017 15:11:51",7,EUR,,"0,00",0,32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/05/2017,13:00:00,,,Expedia.com,5054347,IATA,,,,"557,81","557,81","0,00","0,00",752
843913349,Confermata,IDS,Expedia,30/07/2017,06/08/2017,"19/05/2017 13:00:00",71,7,"645,22","0,00","645,22","645,22","92,17",,,APTBCMF,,,5,0,,,,,,,,,,,,,,935,"05/07/2017 15:11:51",7,EUR,,"0,00","645,22",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/05/2017,13:00:00,,,Expedia.com,5054347,IATA,,,,"645,21","645,21","0,00","645,22",752
844988102,Confermata,IDS,Expedia,15/06/2017,19/06/2017,"21/05/2017 19:28:00",24,4,"300,36","0,00","300,36","300,36","75,09",,,APTDCMF,,,2,3,,,,,,,,,,,,,,916,"21/05/2017 21:29:18",4,EUR,,"0,00","300,36",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/05/2017,19:28:00,,,HOTELS.COM,4552808,IATA,,,,"300,34","300,34","0,00","300,36",753
1595252262/1380893358,Confermata,IDS,Booking.com,25/05/2017,27/05/2017,"23/05/2017 20:06:23",1,2,"149,70","0,00","149,70","149,70","74,85",SA++,,APTBCMF,,,4,0,it,,,,,,,,,,,,,917,"23/05/2017 20:06:24",2,EUR,,"0,00","149,70",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/05/2017,20:06:23,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"149,70","149,70","0,00","149,70",754
1720827497/1383675926,Confermata,IDS,Booking.com,02/09/2017,13/09/2017,"25/05/2017 21:50:54",99,11,"653,40","0,00","653,40","653,40","59,40",APPBOOKING,,APTACMF,,,2,0,ru,,,,,,,,,,,,,918,"25/05/2017 21:50:55",11,EUR,,"0,00","653,40",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2017,21:50:54,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"653,40","653,40","0,00","653,40",755
848132660,Confermata,IDS,Expedia,27/05/2017,28/05/2017,"27/05/2017 11:22:00",0,1,"41,70","0,00","41,70","41,70","41,70",,,APTACMF,,,2,0,,,,,,,,,,,,,,919,"27/05/2017 13:31:06",1,EUR,,"0,00","41,70",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/05/2017,11:22:00,,,Expedia.com,5054347,IATA,,,,"41,70","41,70","0,00","41,70",756
851843037,Cancellata,IDS,Expedia,05/06/2017,09/06/2017,"03/06/2017 15:54:00",1,0,"0,00","0,00","0,00","255,64","0,00",,,APTBCMF,,,2,2,,,,,,,,,,,,,,921,"03/06/2017 18:01:32",4,EUR,,"0,00",0,32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/06/2017,15:54:00,,,HOTELS.COM,4552808,IATA,,,,"255,64","255,64","0,00","0,00",757
852875241,Confermata,IDS,Expedia,17/06/2017,18/06/2017,"05/06/2017 16:59:00",11,1,"63,91","0,00","63,91","63,91","63,91",,,APTBCMF,,,4,0,,,,,,,,,,,,,,922,"05/06/2017 19:05:08",1,EUR,,"0,00","63,91",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/06/2017,16:59:00,,,HOTELS.COM,4552808,IATA,,,,"63,91","63,91","0,00","63,91",758
852921837,Cancellata,IDS,Expedia,06/06/2017,08/06/2017,"05/06/2017 20:28:00",0,0,"0,00","0,00","0,00","150,17","0,00",,,APTDCMF,,,2,2,,,,,,,,,,,,,,923,"05/06/2017 22:28:30",2,EUR,,"0,00",0,32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/06/2017,20:28:00,,,HOTELS.COM,4552808,IATA,,,,"150,17","150,17","0,00","0,00",759
1001222507/1413666324,Confermata,IDS,Booking.com,05/08/2017,19/08/2017,"17/06/2017 10:21:19",48,14,"1884,54","0,00","1884,54","1884,54","134,61",SA+,,APTBCMF,,,4,0,it,,,,,,,,,,,,,924,"17/06/2017 10:21:20",14,EUR,,"0,00","1884,54",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/06/2017,10:21:19,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1884,54","1884,54","0,00","1884,54",760
1633689696/1415242169,Confermata,IDS,Booking.com,20/06/2017,24/06/2017,"18/06/2017 17:06:19",1,4,"404,56","0,00","404,56","404,56","101,14",SA++,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,925,"18/06/2017 17:06:20",4,EUR,,"0,00","404,56",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/06/2017,17:06:19,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"404,56","404,56","0,00","404,56",761
860152498,Confermata,IDS,Expedia,24/07/2017,31/07/2017,"18/06/2017 21:13:00",35,7,"612,85","0,00","612,85","612,85","87,55",,,APTBCMF,,,2,2,,,,,,,,,,,,,,926,"18/06/2017 23:15:09",7,EUR,,"0,00","612,85",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/06/2017,21:13:00,,,Expedia.com,5054347,IATA,,,,"612,84","612,84","0,00","612,85",762
2061989252/1418028730,Cancellata,IDS,Booking.com,26/08/2017,02/09/2017,"20/06/2017 13:39:10",66,0,"0,00","0,00","0,00","893,69","0,00",APPBOOKING,,APTDCMF,,,5,0,it,,,,,,,,,,,,,927,"20/06/2017 13:39:11",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/06/2017,13:39:10,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","0,00",763
1724248835/1422442208,Cancellata,IDS,Booking.com,26/08/2017,04/09/2017,"23/06/2017 12:28:49",63,0,"0,00","0,00","0,00","985,73","0,00",APPBOOKING,,APTBCMF,,,4,0,cz,,,,,,,,,,,,,928,"23/06/2017 12:28:50",9,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/06/2017,12:28:49,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"985,73","985,73","0,00","0,00",764
1994567148/1423540631,Confermata,IDS,Booking.com,10/07/2017,22/07/2017,"24/06/2017 08:52:00",15,12,"1390,48","0,00","1390,48","1390,48","115,87",SA++,,APTBCMF,,,4,0,pl,,,,,,,,,,,,,929,"24/06/2017 08:52:01",12,EUR,,"0,00","1390,48",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/06/2017,08:52:00,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1390,48","1390,48","0,00","1390,48",765
1875558777/1426586997,Cancellata,IDS,Booking.com,26/08/2017,02/09/2017,"26/06/2017 14:00:48",60,0,"0,00","0,00","0,00","893,69","0,00",APPBOOKING,,APTDCMF,,,2,0,it,,,,,,,,,,,,,931,"26/06/2017 16:45:16",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/06/2017,14:00:48,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","0,00",766
1875558777/1426586997,Cancellata,IDS,Booking.com,26/08/2017,02/09/2017,"26/06/2017 14:00:48",60,0,"0,00","0,00","0,00","539,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,930,"26/06/2017 16:45:16",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/06/2017,14:00:48,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","0,00",766
868081495,Confermata,IDS,Expedia,24/08/2017,31/08/2017,"02/07/2017 17:00:00",52,7,"564,20","0,00","564,20","564,20","80,60",,,APTBCMF,,,2,2,,,,,,,,,,,,,,932,"02/07/2017 18:59:55",7,EUR,,"0,00","564,20",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/07/2017,17:00:00,,,HOTELS.COM,4552808,IATA,,,,"564,18","564,18","0,00","564,20",767
868396797,Confermata,IDS,Expedia,03/08/2017,12/08/2017,"03/07/2017 06:09:00",30,9,"836,60","0,00","836,60","836,60","92,96",,,APTBCMF,,,2,2,,,,,,,,,,,,,,933,"03/07/2017 08:18:20",9,EUR,,"0,00","836,60",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/07/2017,06:09:00,,,HOTELS.COM,4552808,IATA,,,,"836,61","836,61","0,00","836,60",768
R9989XEMB934,Confermata,Sito,Sito,27/07/2017,03/08/2017,"05/07/2017 13:46:37",21,7,"884,96","0,00","884,96","884,96","126,42",SA++,,APTACMF,,,2,0,SE,,,,,,,,,,,,,934,"05/07/2017 13:46:37",7,EUR,,"214,99","669,97",10,CRS,2,,,,12,Mobile,MOBILE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/07/2017,13:46:37,,Mobile,Mobile,MOBILE,CRS,,,,"669,97","884,96","0,00","884,96",769
1947185218/1440848580,Confermata,IDS,Booking.com,29/07/2017,05/08/2017,"05/07/2017 18:13:40",23,7,"612,55","0,00","612,55","612,55","87,51",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,936,"05/07/2017 18:13:41",7,EUR,,"0,00","612,55",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/07/2017,18:13:40,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"612,55","612,55","0,00","612,55",770
871182593,Confermata,IDS,Expedia,11/07/2017,18/07/2017,"07/07/2017 22:15:00",3,7,"627,34","0,00","627,34","627,34","89,62",,,APTDCMF,,,4,0,,,,,,,,,,,,,,937,"08/07/2017 00:17:11",7,EUR,,"0,00","627,34",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/07/2017,22:15:00,,,Expedia.com,5054347,IATA,,,,"627,32","627,32","0,00","627,34",771
W2017-307202,Cancellata,TO,Whl,26/08/2017,02/09/2017,"17/07/2017 11:05:33",39,0,"0,00","0,00","0,00","622,79","0,00",SA++,,APTACMF,,,3,0,,,,,,,,,,,,,,940,"17/07/2017 11:05:35",7,EUR,,"0,00",0,7,CRS,250,,,,5,WHL,3827712,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/07/2017,11:05:33,,,WHL,3827712,IATA,,,,"622,79","622,79","0,00","0,00",772
1139143652/1463150129,Cancellata,IDS,Booking.com,26/08/2017,02/09/2017,"19/07/2017 19:54:09",37,0,"0,00","0,00","0,00","539,98","0,00",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,942,"19/07/2017 19:54:10",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/07/2017,19:54:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","0,00",773
Z9989OFTB945,Confermata,Sito,Sito,27/08/2017,05/09/2017,"20/07/2017 23:34:00",37,9,"1374,49","0,00","1374,49","1374,49","152,72",SA++,,APTDCMF,,,3,3,LU,,,,,,,,,,,,,945,"20/07/2017 23:34:00",9,EUR,,"55,00","1319,49",10,CRS,1,,,,12,Website,WEBSITE,CRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/07/2017,23:34:00,,Website,Website,WEBSITE,CRS,,,,"1319,49","1374,49","0,00","1374,49",774
884188308,Confermata,IDS,Expedia,26/08/2017,02/09/2017,"30/07/2017 09:36:00",26,7,"379,05","0,00","379,05","379,05","54,15",,,APTACMF,,,2,0,,,,,,,,,,,,,,946,"30/07/2017 11:40:02",7,EUR,,"0,00","379,05",32,CRS,355,,,,4,HOTELS.COM,4552808,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/07/2017,09:36:00,,,HOTELS.COM,4552808,IATA,,,,"379,07","379,07","0,00","379,05",775
885005227,Confermata,IDS,Expedia,04/09/2017,11/09/2017,"31/07/2017 20:38:00",34,7,"291,90","0,00","291,90","291,90","41,70",,,APTACMF,,,2,0,,,,,,,,,,,,,,948,"31/07/2017 22:45:43",7,EUR,,"0,00","291,90",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/07/2017,20:38:00,,,Expedia.com,5054347,IATA,,,,"291,91","291,91","0,00","291,90",777
1012309888/1481605630,Cancellata,IDS,Booking.com,01/10/2017,07/10/2017,"31/07/2017 21:35:21",61,0,"0,00","0,00","303,42","303,42","50,57",SA++,,APTACMF,,,2,0,ua,,,,,,,,,,,,,947,"31/07/2017 21:35:21",6,EUR,,"0,00","303,42",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/07/2017,21:35:21,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"303,42","303,42","0,00","303,42",776
1015857652/1482473375,Confermata,IDS,Booking.com,26/08/2017,02/09/2017,"01/08/2017 12:42:30",24,7,"539,98","0,00","539,98","539,98","77,14",APPBOOKING,,APTACMF,,,2,0,it,,,,,,,,,,,,,949,"01/08/2017 12:42:31",7,EUR,,"0,00","539,98",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/08/2017,12:42:30,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"539,98","539,98","0,00","539,98",778
1372270709/1496089716,Cancellata,IDS,Booking.com,26/08/2017,02/09/2017,"10/08/2017 01:50:51",16,0,"0,00","0,00","0,00","893,69","0,00",APPBOOKING,,APTDCMF,,,5,0,it,,,,,,,,,,,,,951,"10/08/2017 01:50:52",7,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/08/2017,01:50:51,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"893,69","893,69","0,00","0,00",779
1805950627/1498272412,Cancellata,IDS,Booking.com,08/09/2017,22/09/2017,"11/08/2017 13:34:27",27,0,"0,00","0,00","0,00","1284,53","0,00",SA++,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,952,"22/08/2017 16:41:36",14,EUR,,"0,00",0,32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/08/2017,13:34:27,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1284,53","1284,53","0,00","0,00",780
1805950627/1498272412,Confermata,IDS,Booking.com,08/09/2017,22/09/2017,"11/08/2017 13:34:27",27,14,"1284,53","0,00","1284,53","1284,53","91,75",SA++,,APTBCMF,,,4,0,ru,,,,,,,,,,,,,954,"22/08/2017 16:41:36",14,EUR,,"0,00","1284,53",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/08/2017,13:34:27,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"1284,53","1284,53","0,00","1284,53",780
891896735,Confermata,IDS,Expedia,26/08/2017,02/09/2017,"12/08/2017 16:34:00",13,7,"379,05","0,00","379,05","379,05","54,15",,,APTACMF,,,2,0,,,,,,,,,,,,,,953,"12/08/2017 18:34:46",7,EUR,,"0,00","379,05",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/08/2017,16:34:00,,,Expedia.com,5054347,IATA,,,,"379,07","379,07","0,00","379,05",781
898930530,Confermata,IDS,Expedia,03/09/2017,17/09/2017,"25/08/2017 16:40:00",8,14,"525,28","0,00","525,28","525,28","37,52",,,APTACMF,,,2,0,,,,,,,,,,,,,,955,"25/08/2017 18:48:23",14,EUR,,"0,00","525,28",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/08/2017,16:40:00,,,Expedia.com,5054347,IATA,,,,"525,29","525,29","0,00","525,28",782
901330887,Confermata,IDS,Expedia,02/09/2017,09/09/2017,"30/08/2017 12:53:00",2,7,"291,90","0,00","291,90","291,90","41,70",,,APTACMF,,,2,0,,,,,,,,,,,,,,956,"30/08/2017 14:54:39",7,EUR,,"0,00","291,90",32,CRS,15,,,,4,Expedia.com,5054347,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/08/2017,12:53:00,,,Expedia.com,5054347,IATA,,,,"291,91","291,91","0,00","291,90",783
1393206038/1534826045,Confermata,IDS,Booking.com,24/09/2017,29/09/2017,"06/09/2017 21:18:14",17,5,"505,70","0,00","505,70","505,70","101,14",SA++,,APTBCMF,,,3,0,se,,,,,,,,,,,,,957,"06/09/2017 21:18:14",5,EUR,,"0,00","505,70",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/09/2017,21:18:14,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"505,70","505,70","0,00","505,70",784
1434240006/1537398356,Confermata,IDS,Booking.com,18/09/2017,24/09/2017,"08/09/2017 18:16:00",9,6,"713,10","0,00","713,10","713,10","118,85",SA++,,APTDCMF,,,5,0,it,,,,,,,,,,,,,958,"08/09/2017 18:16:01",6,EUR,,"0,00","713,10",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2017,18:16:00,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"713,10","713,10","0,00","713,10",785
1445732913/1557673625,Confermata,IDS,Booking.com,26/09/2017,01/10/2017,"24/09/2017 19:27:09",1,5,"314,57","0,00","314,57","314,57","62,91",SA++,,APTACMF,,,2,0,it,,,,,,,,,,,,,961,"24/09/2017 19:27:10",5,EUR,,"0,00","314,57",32,CRS,11,,,,4,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/09/2017,19:27:09,,,"BOOKINGS EUROPE B.V.",9606020,IATA,,,,"314,57","314,57","0,00","314,57",786
